Sample Number,Result,Time,Method
0,1.0,180.39144275,relax
1,1.0,210.03844720833334,relax
2,1.0,218.66688770833332,relax
3,1.0,205.32443770833333,relax
4,1.0,196.795596375,relax
5,1.0,199.94160645833333,relax
6,1.0,201.13625016666666,relax
7,1.0,209.461957,relax
8,1.0,205.02778404166668,relax
9,1.0,183.71558783333333,relax
10,1.0,204.67343995833335,relax
11,1.0,211.13990141666667,relax
12,1.0,210.02724479166667,relax
13,1.0,197.86230491666666,relax
14,1.0,198.77204870833333,relax
15,1.0,215.493347875,relax
16,1.0,219.104947,relax
17,1.0,212.57851241666665,relax
18,1.0,206.44479775,relax
19,1.0,193.37839395833333,relax
20,1.0,205.77324383333334,relax
21,1.0,210.97220741666666,relax
22,1.0,197.65384929166666,relax
23,1.0,209.4934475,relax
24,1.0,210.74835508333334,relax
25,1.0,205.881253875,relax
26,1.0,200.39972279166668,relax
27,1.0,210.14449195833333,relax
28,1.0,213.51103220833335,relax
29,1.0,214.98919029166666,relax
30,1.0,184.10324620833333,relax
31,1.0,205.72522545833334,relax
32,1.0,195.27147591666667,relax
33,1.0,218.409146,relax
34,1.0,194.983808,relax
35,1.0,207.24332991666665,relax
36,1.0,206.22036920833332,relax
37,1.0,191.60172304166667,relax
38,1.0,201.21555320833335,relax
39,1.0,196.68934845833334,relax
40,1.0,214.6950215,relax
41,1.0,216.04532491666666,relax
42,1.0,200.76335325,relax
43,1.0,182.34652083333333,relax
44,1.0,224.01708270833333,relax
45,1.0,189.683751125,relax
46,1.0,201.12499933333334,relax
47,1.0,208.18912370833334,relax
48,1.0,186.1118655,relax
49,1.0,200.068138125,relax
50,1.0,211.35990054166666,relax
51,1.0,203.763478375,relax
52,1.0,212.11972783333334,relax
53,1.0,186.479244875,relax
54,1.0,213.52087579166667,relax
55,1.0,204.705606625,relax
56,1.0,201.23695729166667,relax
57,1.0,202.54204066666668,relax
58,1.0,206.00336308333334,relax
59,1.0,193.42635175,relax
60,1.0,211.33123783333335,relax
61,1.0,215.64473945833333,relax
62,1.0,205.05305220833333,relax
63,1.0,222.75979175,relax
64,1.0,197.24481466666666,relax
65,1.0,205.7658845,relax
66,1.0,195.57990808333332,relax
67,1.0,204.34414375,relax
68,1.0,205.848645,relax
69,1.0,204.13209429166668,relax
70,1.0,186.24338675,relax
71,1.0,215.31197016666667,relax
72,1.0,203.025846,relax
73,1.0,208.2708035,relax
74,1.0,209.05725141666667,relax
75,1.0,213.081812875,relax
76,1.0,202.53652191666666,relax
77,1.0,215.60296825,relax
78,1.0,198.96581608333332,relax
79,1.0,215.21999779166666,relax
80,1.0,205.696720375,relax
81,1.0,202.21047558333333,relax
82,1.0,212.5038375,relax
83,1.0,192.83980429166667,relax
84,1.0,205.18048583333334,relax
85,1.0,199.75557208333333,relax
86,1.0,210.28584016666667,relax
87,1.0,198.45794075,relax
88,1.0,198.57361433333332,relax
89,1.0,202.95357858333333,relax
90,1.0,201.90959479166668,relax
91,1.0,208.759674,relax
92,1.0,200.527845375,relax
93,1.0,206.74020029166667,relax
94,1.0,210.00231995833335,relax
95,1.0,205.39463591666666,relax
96,1.0,218.41471816666666,relax
97,1.0,192.96232658333332,relax
98,1.0,200.03096875,relax
99,1.0,215.04984620833332,relax
