Sample Number,Result,Time,Method
0,2.0,18.474711791666667,approx
1,2.0,17.834592625,approx
2,2.0,19.727474333333333,approx
3,2.0,16.43371775,approx
4,2.0,19.518723666666666,approx
5,2.0,19.34154429166667,approx
6,2.0,18.628359625,approx
7,2.0,18.6598955,approx
8,2.0,18.49271575,approx
9,2.0,16.540880458333334,approx
10,2.0,18.557075916666665,approx
11,2.0,18.259369083333333,approx
12,2.0,18.331255541666668,approx
13,2.0,18.876095083333333,approx
14,2.0,21.181054708333335,approx
15,2.0,21.31615091666667,approx
16,2.0,20.740591041666665,approx
17,2.0,19.75291325,approx
18,2.0,19.936962166666667,approx
19,2.0,16.763908208333334,approx
20,2.0,18.734984458333333,approx
21,2.0,21.352189041666666,approx
22,2.0,19.834383333333335,approx
23,2.0,23.517364,approx
24,2.0,18.908648208333332,approx
25,2.0,19.74877525,approx
26,2.0,21.899027333333333,approx
27,2.0,18.813963291666667,approx
28,2.0,18.974463583333332,approx
29,2.0,17.293293416666668,approx
30,2.0,18.074778625,approx
31,2.0,18.866246833333335,approx
32,2.0,18.355189375,approx
33,2.0,19.18782275,approx
34,1.0,21.628835875,approx
35,2.0,18.289828416666666,approx
36,2.0,26.230660166666667,approx
37,2.0,19.521463333333333,approx
38,2.0,18.537729375,approx
39,2.0,17.057825625,approx
40,2.0,18.067318625,approx
41,2.0,19.239412916666666,approx
42,2.0,18.94728033333333,approx
43,2.0,24.07961675,approx
44,2.0,18.569279583333334,approx
45,2.0,20.78880875,approx
46,2.0,17.886340833333332,approx
47,2.0,20.948749375,approx
48,2.0,19.312282125,approx
49,2.0,19.948776625,approx
50,2.0,18.19465425,approx
51,2.0,17.98324475,approx
52,2.0,17.908991166666667,approx
53,2.0,19.201716166666667,approx
54,2.0,20.185903916666668,approx
55,2.0,23.560257041666667,approx
56,2.0,22.161150041666666,approx
57,2.0,17.2612475,approx
58,2.0,20.26329475,approx
59,2.0,21.27781720833333,approx
60,2.0,20.37478375,approx
61,2.0,20.155916875,approx
62,2.0,21.80311025,approx
63,2.0,17.692092166666665,approx
64,2.0,20.078093291666665,approx
