Sample Number,Result,Time,Method
0,1.0,17.824941125,relax
1,1.0,18.933428833333334,relax
2,1.0,20.092191333333332,relax
3,0.0,0.15458241666666667,counterexample
4,1.0,19.446396,relax
5,1.0,19.200459208333335,relax
6,1.0,20.586801208333334,relax
7,0.0,0.13994141666666668,counterexample
8,0.0,0.15160545833333333,counterexample
9,1.0,20.765846041666666,relax
10,1.0,20.147632,relax
11,1.0,19.381884125,relax
12,0.0,0.1541225,counterexample
13,1.0,19.796041666666667,relax
14,0.0,0.153123375,counterexample
15,0.0,0.13134583333333333,counterexample
16,1.0,21.555615166666666,relax
17,1.0,21.574562875,relax
18,1.0,20.790656375,relax
19,2.0,59.555022541666666,approx
20,1.0,19.026280416666665,relax
21,1.0,18.986590666666668,relax
22,1.0,18.836514041666668,relax
23,1.0,20.801353916666667,relax
24,1.0,21.193766875,relax
25,1.0,18.806700333333332,relax
26,1.0,19.996170416666665,relax
27,1.0,18.960124,relax
28,0.0,0.15396720833333333,counterexample
29,0.0,0.15489604166666668,counterexample
30,1.0,18.684529916666666,relax
31,1.0,19.502229416666665,relax
32,0.0,0.15118133333333333,counterexample
33,0.0,0.15070416666666667,counterexample
34,1.0,19.599204708333332,relax
35,0.0,0.15518166666666666,counterexample
36,1.0,20.984462125,relax
37,1.0,19.802173333333332,relax
38,1.0,18.968644333333334,relax
39,1.0,20.426203166666667,relax
40,1.0,18.872123541666667,relax
41,0.0,0.15178291666666666,counterexample
42,1.0,18.531760375,relax
43,1.0,19.150963916666665,relax
44,1.0,17.983899791666666,relax
45,1.0,19.494800791666666,relax
46,1.0,18.656950208333335,relax
47,0.0,0.15274791666666668,counterexample
48,1.0,20.410481333333333,relax
49,1.0,20.212577666666668,relax
50,1.0,19.152562208333332,relax
51,1.0,20.671154416666667,relax
52,0.0,0.14905916666666666,counterexample
53,0.0,0.14882391666666667,counterexample
54,1.0,20.213598958333332,relax
55,1.0,20.148883958333332,relax
56,0.0,0.14954845833333333,counterexample
57,1.0,20.64079225,relax
58,0.0,0.14965858333333334,counterexample
59,1.0,19.853097291666668,relax
60,1.0,18.202552791666665,relax
61,1.0,18.674353125,relax
62,1.0,18.408289333333332,relax
63,1.0,20.819073833333334,relax
64,1.0,19.599933958333335,relax
65,1.0,18.965160041666667,relax
66,1.0,20.156816041666666,relax
67,1.0,20.345961083333332,relax
68,1.0,19.065733041666668,relax
69,1.0,19.030904416666665,relax
70,1.0,19.217630708333335,relax
71,0.0,0.14972058333333332,counterexample
72,1.0,21.323926583333332,relax
73,1.0,21.236840166666667,relax
74,1.0,20.529018125,relax
75,1.0,19.27897475,relax
76,0.0,0.150742875,counterexample
77,1.0,19.999904916666665,relax
78,1.0,21.6943165,relax
79,1.0,19.716819666666666,relax
80,1.0,21.460220291666666,relax
81,1.0,19.0576265,relax
82,1.0,19.874444791666665,relax
83,1.0,19.617297708333332,relax
84,1.0,19.839114333333335,relax
85,0.0,0.14977275,counterexample
86,1.0,19.486664583333333,relax
87,1.0,20.607817208333334,relax
88,1.0,20.063377541666668,relax
89,2.0,58.70383279166666,approx
90,1.0,19.558359833333334,relax
91,1.0,23.509973541666668,relax
92,0.0,0.15988545833333334,counterexample
93,1.0,22.174800416666667,relax
94,1.0,21.965445458333335,relax
95,1.0,23.66450358333333,relax
96,1.0,21.816968208333332,relax
97,1.0,21.985814666666666,relax
98,1.0,22.552479625,relax
99,1.0,22.134812583333332,relax
